order_id,product_id,quantity,sales,profit
O02401,P0009,3,4377,1195.77
O02402,P0042,4,3616,634.78
O02402,P0074,3,1899,430.55
O02403,P0092,2,2398,487.9
O02403,P0064,4,3256,351.65
O02404,P0051,5,1035,208.36
O02404,P0010,3,567,138.66
O02404,P0061,2,2484,357.0
O02405,P0072,4,1448,273.16
O02405,P0049,5,4085,462.27
O02405,P0096,1,1174,181.41
O02406,P0042,2,1808,399.59
O02407,P0078,4,4944,1429.8
O02407,P0036,5,6295,1793.25
O02407,P0032,3,3135,438.02
O02408,P0027,3,1056,179.92
O02408,P0036,3,3777,717.81
O02408,P0057,4,4640,622.68
O02409,P0016,1,1437,245.51
O02409,P0005,1,850,141.55
O02409,P0030,5,4030,452.83
O02410,P0032,4,4180,877.18
O02410,P0022,2,774,166.8
O02410,P0039,5,4710,1192.63
O02411,P0097,4,4928,498.52
O02412,P0056,5,4510,443.45
O02413,P0099,5,4825,1082.11
O02413,P0025,4,1260,125.3
O02414,P0046,1,188,35.6
O02415,P0070,4,2276,247.57
O02416,P0079,4,3828,888.28
O02417,P0083,1,694,97.33
O02418,P0007,4,3976,1030.56
O02418,P0035,5,875,243.99
O02418,P0042,1,904,182.88
O02419,P0069,4,2280,549.53
O02420,P0087,2,2510,265.86
O02420,P0091,1,1443,426.25
O02420,P0018,4,460,116.12
O02421,P0001,3,4260,1074.63
O02421,P0047,4,1340,224.19
O02421,P0092,3,3597,796.15
O02422,P0029,5,7030,2095.85
O02423,P0060,2,2310,382.29
O02423,P0006,3,2376,370.14
O02423,P0060,4,4620,578.08
O02424,P0032,5,5225,543.16
O02425,P0030,5,4030,1085.39
O02426,P0041,3,3456,285.11
O02426,P0093,4,2748,715.98
O02426,P0045,3,1572,300.63
O02427,P0079,1,957,285.73
O02427,P0097,1,1232,147.76
O02427,P0039,4,3768,883.8
O02428,P0014,3,321,65.73
O02428,P0062,1,808,174.93
O02429,P0051,1,207,35.31
O02429,P0096,5,5870,759.13
O02430,P0100,2,1834,388.84
O02430,P0017,1,993,102.35
O02431,P0053,1,757,88.84
O02431,P0087,5,6275,540.02
O02432,P0055,2,396,81.14
O02432,P0053,3,2271,547.09
O02433,P0046,1,188,23.09
O02434,P0074,3,1899,558.03
O02435,P0046,4,752,211.97
O02436,P0011,4,3632,815.36
O02436,P0009,2,2918,847.79
O02437,P0064,5,4070,1037.05
O02437,P0083,3,2082,187.44
O02438,P0077,5,7480,1910.18
O02438,P0017,3,2979,296.39
O02438,P0091,1,1443,418.62
O02439,P0062,4,3232,685.54
O02439,P0017,1,993,95.59
O02440,P0033,5,645,64.53
O02440,P0048,4,5908,486.19
O02441,P0089,5,1915,428.92
O02441,P0051,5,1035,233.75
O02442,P0023,1,664,60.07
O02443,P0100,2,1834,507.28
O02443,P0006,1,792,89.59
O02444,P0028,4,4720,1263.58
O02444,P0003,1,1350,228.05
O02444,P0061,5,6210,1861.98
O02445,P0034,1,915,249.57
O02445,P0071,5,1590,141.04
O02445,P0008,3,3972,443.92
O02446,P0016,3,4311,820.93
O02447,P0094,3,1782,261.1
O02447,P0028,3,3540,974.9
O02447,P0062,1,808,101.89
O02448,P0053,1,757,131.42
O02449,P0077,4,5984,1223.16
O02449,P0055,1,198,37.0
O02449,P0015,5,2260,230.37
O02450,P0011,4,3632,337.51
O02450,P0084,3,2115,535.49
O02450,P0008,1,1324,355.03
O02451,P0046,4,752,79.35
O02452,P0046,1,188,39.15
O02453,P0050,1,758,226.79
O02453,P0053,3,2271,634.44
O02454,P0074,1,633,73.14
O02454,P0015,5,2260,457.07
O02454,P0081,1,33,4.74
O02455,P0075,2,354,93.77
O02456,P0054,3,687,102.89
O02456,P0044,4,780,222.65
O02457,P0050,5,3790,480.91
O02458,P0060,4,4620,1232.66
O02458,P0081,3,99,18.61
O02459,P0062,4,3232,391.9
O02459,P0072,1,362,47.98
O02460,P0060,1,1155,325.66
O02461,P0075,3,531,114.29
O02461,P0092,1,1199,269.39
O02462,P0087,1,1255,316.44
O02462,P0025,3,945,110.8
O02463,P0093,2,1374,145.88
O02463,P0033,3,387,105.63
O02463,P0072,1,362,85.5
O02464,P0085,3,4059,519.21
O02465,P0038,4,5272,1113.97
O02466,P0005,2,1700,281.31
O02466,P0040,4,1948,390.63
O02467,P0006,3,2376,277.49
O02467,P0068,3,1101,130.59
O02468,P0098,4,5664,1374.71
O02468,P0095,1,767,61.7
O02468,P0003,3,4050,576.15
O02469,P0020,1,1132,323.22
O02469,P0094,4,2376,495.22
O02469,P0066,5,5955,1399.74
O02470,P0099,5,4825,944.04
O02470,P0012,3,2094,363.73
O02471,P0022,3,1161,222.3
O02471,P0019,5,7105,913.7
O02471,P0030,1,806,69.91
O02472,P0054,5,1145,341.08
O02473,P0043,3,4236,742.11
O02473,P0043,3,4236,1214.03
O02473,P0032,4,4180,525.87
O02474,P0066,5,5955,864.51
O02474,P0039,2,1884,503.75
O02475,P0029,4,5624,1239.49
O02476,P0003,4,5400,617.4
O02477,P0042,2,1808,447.11
O02477,P0098,3,4248,718.42
O02478,P0030,3,2418,397.06
O02479,P0022,4,1548,131.52
O02480,P0038,1,1318,190.71
O02481,P0014,3,321,33.54
O02481,P0068,2,734,59.54
O02481,P0093,4,2748,527.71
O02482,P0017,2,1986,272.77
O02482,P0066,5,5955,1059.5
O02483,P0082,1,700,56.53
O02484,P0027,4,1408,239.39
O02484,P0063,5,3085,286.84
O02484,P0064,3,2442,726.3
O02485,P0079,4,3828,420.42
O02486,P0055,1,198,36.39
O02487,P0066,2,2382,453.37
O02488,P0033,1,129,20.29
O02489,P0047,2,670,74.24
O02489,P0039,2,1884,379.6
O02489,P0084,2,1410,167.08
O02490,P0004,3,252,20.89
O02491,P0002,4,740,112.39
O02491,P0029,2,2812,550.37
O02492,P0098,5,7080,1487.03
O02492,P0039,3,2826,245.94
O02493,P0025,1,315,27.9
O02493,P0021,5,6835,949.76
O02494,P0029,1,1406,183.06
O02494,P0028,1,1180,277.3
O02494,P0024,2,888,138.84
O02495,P0004,3,252,30.93
O02496,P0003,2,2700,313.85
O02496,P0016,5,7185,1510.65
O02497,P0034,4,3660,525.72
O02498,P0073,3,1755,509.71
O02498,P0065,5,5825,1722.57
O02498,P0086,5,3175,784.28
O02499,P0010,2,378,32.67
O02499,P0081,5,165,13.82
O02499,P0084,1,705,60.08
O02500,P0061,1,1242,269.33
O02500,P0052,3,1953,260.47
O02501,P0035,5,875,134.09
O02502,P0009,5,7295,1804.85
O02503,P0058,3,693,99.33
O02504,P0030,4,3224,825.25
O02504,P0030,3,2418,583.24
O02504,P0059,2,406,81.66
O02505,P0079,1,957,211.63
O02506,P0092,5,5995,1701.35
O02506,P0053,2,1514,128.64
O02506,P0076,2,1070,263.56
O02507,P0038,5,6590,1458.66
O02507,P0030,1,806,183.94
O02508,P0044,4,780,158.21
O02509,P0069,2,1140,115.61
O02510,P0049,5,4085,978.7
O02510,P0002,4,740,99.99
O02510,P0089,2,766,199.81
O02511,P0030,5,4030,832.82
O02511,P0018,3,345,89.41
O02512,P0042,3,2712,788.43
O02512,P0054,4,916,231.32
O02512,P0063,5,3085,635.13
O02513,P0054,1,229,45.76
O02513,P0063,3,1851,224.06
O02513,P0077,1,1496,394.2
O02514,P0009,4,5836,1194.14
O02514,P0032,1,1045,242.11
O02514,P0014,3,321,88.8
O02515,P0080,5,1485,380.49
O02515,P0020,4,4528,376.96
O02515,P0085,1,1353,324.9
O02516,P0066,3,3573,616.28
O02516,P0069,2,1140,149.77
O02517,P0066,3,3573,634.89
O02517,P0073,1,585,57.48
O02518,P0058,2,462,82.1
O02518,P0051,1,207,58.75
O02519,P0049,5,4085,388.91
O02519,P0029,5,7030,1952.67
O02520,P0025,2,630,99.98
O02521,P0076,1,535,103.07
O02521,P0087,2,2510,465.25
O02521,P0060,4,4620,995.67
O02522,P0026,5,885,236.08
O02523,P0062,3,2424,354.59
O02523,P0014,4,428,115.19
O02524,P0070,3,1707,438.01
O02525,P0082,5,3500,497.13
O02526,P0038,2,2636,642.31
O02527,P0002,2,370,46.9
O02527,P0018,5,575,46.6
O02528,P0059,3,609,59.44
O02529,P0072,2,724,106.95
O02529,P0031,3,4293,666.45
O02529,P0002,4,740,156.94
O02530,P0089,5,1915,295.61
O02530,P0071,4,1272,180.62
O02531,P0086,1,635,104.47
O02531,P0073,4,2340,477.08
O02531,P0023,4,2656,221.21
O02532,P0027,2,704,113.46
O02532,P0043,1,1412,187.25
O02533,P0035,2,350,78.6
O02534,P0008,3,3972,908.18
O02534,P0057,3,3480,553.13
O02534,P0037,2,1376,366.88
O02535,P0085,5,6765,1912.85
O02535,P0083,2,1388,271.46
O02536,P0032,1,1045,147.86
O02537,P0092,5,5995,1053.43
O02538,P0055,5,990,209.9
O02539,P0017,2,1986,202.23
O02539,P0004,3,252,72.9
O02540,P0094,2,1188,311.77
O02540,P0041,1,1152,168.71
O02540,P0043,4,5648,1028.4
O02541,P0056,1,902,143.44
O02542,P0001,5,7100,843.06
O02543,P0087,4,5020,1068.79
O02543,P0085,4,5412,1455.05
O02544,P0096,4,4696,604.3
O02545,P0094,3,1782,437.19
O02546,P0013,1,215,56.88
O02547,P0013,2,430,81.71
O02547,P0027,3,1056,207.99
O02547,P0089,3,1149,93.84
O02548,P0036,1,1259,216.49
O02549,P0003,5,6750,612.39
O02549,P0062,5,4040,535.94
O02549,P0040,2,974,123.27
O02550,P0057,2,2320,435.39
O02550,P0021,4,5468,539.39
O02550,P0048,1,1477,118.83
O02551,P0042,1,904,108.88
O02551,P0034,5,4575,1018.24
O02551,P0041,4,4608,469.46
O02552,P0098,2,2832,750.96
O02553,P0007,3,2982,697.8
O02553,P0014,1,107,20.66
O02554,P0073,3,1755,514.85
O02554,P0059,3,609,49.05
O02555,P0086,5,3175,950.75
O02555,P0070,2,1138,147.85
O02556,P0041,3,3456,829.2
O02556,P0016,2,2874,316.36
O02557,P0006,1,792,231.04
O02558,P0069,4,2280,415.88
O02558,P0020,5,5660,1409.59
O02558,P0054,3,687,105.06
O02559,P0054,4,916,221.18
O02559,P0072,2,724,128.63
O02560,P0003,1,1350,290.64
O02560,P0081,3,99,12.18
O02560,P0095,5,3835,896.8
O02561,P0058,1,231,52.53
O02562,P0093,4,2748,805.78
O02562,P0005,4,3400,526.31
O02563,P0080,2,594,133.62
O02563,P0008,4,5296,501.62
O02564,P0022,5,1935,222.96
O02565,P0080,3,891,164.74
O02566,P0038,4,5272,1189.78
O02567,P0009,5,7295,679.69
O02567,P0079,2,1914,256.67
O02567,P0056,1,902,149.71
O02568,P0065,5,5825,1337.1
O02568,P0057,4,4640,395.74
O02568,P0090,4,2692,590.02
O02569,P0014,3,321,43.06
O02570,P0047,2,670,154.42
O02571,P0004,5,420,66.47
O02572,P0073,1,585,158.64
O02573,P0007,5,4970,1185.35
O02573,P0099,5,4825,776.24
O02574,P0061,4,4968,489.02
O02575,P0010,2,378,80.66
O02575,P0082,2,1400,118.64
O02576,P0025,2,630,113.26
O02577,P0091,2,2886,592.66
O02577,P0051,5,1035,211.36
O02578,P0085,2,2706,736.61
O02578,P0094,1,594,74.59
O02578,P0091,3,4329,762.85
O02579,P0082,5,3500,935.62
O02579,P0009,4,5836,1253.42
O02579,P0090,2,1346,395.18
O02580,P0087,3,3765,386.75
O02580,P0051,5,1035,128.73
O02580,P0032,4,4180,713.95
O02581,P0092,1,1199,328.68
O02581,P0089,3,1149,318.29
O02581,P0051,5,1035,114.56
O02582,P0006,1,792,199.08
O02583,P0051,1,207,53.65
O02583,P0023,3,1992,231.09
O02583,P0098,4,5664,942.73
O02584,P0042,4,3616,643.38
O02585,P0035,3,525,49.35
O02586,P0069,4,2280,274.23
O02587,P0053,3,2271,652.86
O02587,P0094,2,1188,346.53
O02588,P0043,4,5648,1632.5
O02589,P0043,4,5648,842.02
O02589,P0070,4,2276,489.32
O02590,P0046,3,564,110.75
O02590,P0019,5,7105,1027.18
O02591,P0005,2,1700,197.59
O02591,P0044,5,975,139.77
O02592,P0067,1,1423,120.63
O02592,P0079,4,3828,832.99
O02593,P0049,1,817,237.65
O02593,P0001,5,7100,770.46
O02594,P0016,4,5748,873.34
O02594,P0067,5,7115,2023.07
O02594,P0054,1,229,25.52
O02595,P0093,1,687,185.9
O02595,P0066,2,2382,583.95
O02595,P0099,4,3860,912.55
O02596,P0040,5,2435,700.85
O02597,P0090,3,2019,473.4
O02597,P0028,5,5900,1044.22
O02597,P0055,2,396,54.1
O02598,P0079,2,1914,183.84
O02598,P0026,5,885,92.27
O02599,P0099,3,2895,805.47
O02599,P0045,2,1048,117.81
O02600,P0091,3,4329,1196.78
O02601,P0068,5,1835,544.03
O02601,P0010,1,189,27.05
O02602,P0055,4,792,189.34
O02602,P0030,4,3224,866.46
O02603,P0092,3,3597,379.73
O02604,P0064,3,2442,570.42
O02604,P0065,1,1165,210.83
O02604,P0017,2,1986,259.45
O02605,P0033,5,645,70.61
O02605,P0044,3,585,105.07
O02605,P0016,2,2874,719.41
O02606,P0050,4,3032,672.87
O02607,P0088,1,1001,284.11
O02608,P0075,3,531,79.47
O02608,P0012,4,2792,523.26
O02608,P0045,4,2096,173.1
O02609,P0001,4,5680,1241.82
O02610,P0008,2,2648,706.26
O02610,P0043,5,7060,1226.99
O02610,P0067,1,1423,149.16
O02611,P0098,2,2832,243.42
O02612,P0083,5,3470,500.65
O02613,P0049,2,1634,270.09
O02613,P0039,3,2826,706.82
O02614,P0014,2,214,26.75
O02614,P0039,2,1884,325.99
O02614,P0027,4,1408,321.94
O02615,P0027,1,352,101.5
O02615,P0044,5,975,113.69
O02616,P0084,5,3525,751.37
O02616,P0054,4,916,219.14
O02616,P0095,1,767,179.02
O02617,P0092,1,1199,320.61
O02617,P0010,3,567,121.03
O02618,P0028,4,4720,1287.97
O02618,P0003,5,6750,737.62
O02619,P0041,3,3456,973.87
O02619,P0042,3,2712,556.01
O02619,P0027,1,352,36.97
O02620,P0083,2,1388,190.91
O02621,P0051,1,207,57.91
O02621,P0032,2,2090,339.26
O02622,P0043,1,1412,137.02
O02622,P0061,3,3726,537.25
O02622,P0013,1,215,39.68
O02623,P0005,1,850,169.15
O02623,P0089,1,383,48.9
O02623,P0042,5,4520,1091.24
O02624,P0047,1,335,47.87
O02624,P0095,1,767,71.7
O02624,P0023,1,664,92.84
O02625,P0067,3,4269,722.51
O02626,P0092,3,3597,347.78
O02626,P0077,2,2992,788.09
O02626,P0049,2,1634,318.53
O02627,P0038,1,1318,185.02
O02627,P0095,2,1534,283.8
O02627,P0030,4,3224,484.69
O02628,P0023,1,664,81.91
O02628,P0061,5,6210,1370.02
O02628,P0087,1,1255,355.01
O02629,P0053,3,2271,372.25
O02629,P0011,4,3632,378.45
O02629,P0028,4,4720,947.59
O02630,P0052,1,651,189.87
O02631,P0081,1,33,3.76
O02631,P0047,4,1340,340.18
O02631,P0095,1,767,129.67
O02632,P0072,5,1810,421.12
O02632,P0042,2,1808,337.05
O02632,P0025,1,315,55.41
O02633,P0066,3,3573,691.41
O02634,P0057,4,4640,1372.56
O02634,P0057,5,5800,1711.63
O02635,P0091,1,1443,296.0
O02636,P0007,4,3976,701.68
O02636,P0094,5,2970,718.4
O02637,P0011,2,1816,410.56
O02637,P0017,2,1986,339.69
O02637,P0015,4,1808,490.61
O02638,P0054,3,687,185.67
O02638,P0096,3,3522,1033.08
O02638,P0031,5,7155,898.84
O02639,P0040,3,1461,231.48
O02640,P0021,1,1367,286.21
O02640,P0011,4,3632,551.97
O02640,P0092,2,2398,479.59
O02641,P0066,3,3573,1034.06
O02642,P0051,5,1035,232.2
O02643,P0053,2,1514,215.14
O02643,P0096,4,4696,789.11
O02643,P0096,2,2348,236.53
O02644,P0021,4,5468,840.61
O02644,P0020,1,1132,107.13
O02644,P0026,3,531,105.5
O02645,P0012,4,2792,486.11
O02645,P0012,4,2792,594.82
O02646,P0084,1,705,182.77
O02647,P0088,1,1001,113.47
O02648,P0085,3,4059,507.34
O02648,P0001,4,5680,677.79
O02648,P0018,4,460,80.32
O02649,P0037,2,1376,187.29
O02649,P0065,1,1165,256.71
O02649,P0079,1,957,111.22
O02650,P0047,5,1675,270.57
O02651,P0073,4,2340,242.02
O02651,P0091,2,2886,233.69
O02652,P0037,4,2752,715.52
O02652,P0021,1,1367,270.31
O02652,P0086,5,3175,899.31
O02653,P0060,1,1155,254.75
O02654,P0039,5,4710,1273.14
O02655,P0039,4,3768,959.1
O02656,P0099,4,3860,1089.94
O02656,P0041,1,1152,122.79
O02657,P0100,3,2751,304.94
O02657,P0007,2,1988,462.26
O02657,P0074,4,2532,566.01
O02658,P0077,2,2992,240.08
O02658,P0086,5,3175,296.94
O02659,P0026,1,177,19.86
O02659,P0033,1,129,33.8
O02660,P0051,3,621,68.92
O02660,P0005,3,2550,582.75
O02660,P0017,4,3972,507.04
O02661,P0031,1,1431,224.29
O02661,P0065,4,4660,1242.96
O02661,P0060,4,4620,1371.22
O02662,P0015,5,2260,595.57
O02663,P0042,4,3616,1032.83
O02663,P0012,5,3490,726.49
O02663,P0016,4,5748,596.84
O02664,P0012,5,3490,612.81
O02664,P0075,4,708,119.35
O02665,P0011,4,3632,527.07
O02665,P0029,5,7030,1504.9
O02666,P0010,4,756,147.63
O02666,P0014,2,214,26.29
O02666,P0020,3,3396,283.69
O02667,P0018,3,345,39.16
O02667,P0015,3,1356,390.39
O02667,P0087,4,5020,1154.97
O02668,P0082,2,1400,352.34
O02668,P0016,5,7185,891.4
O02669,P0069,2,1140,123.1
O02669,P0087,1,1255,260.39
O02669,P0081,3,99,13.23
O02670,P0024,1,444,80.32
O02670,P0079,3,2871,667.57
O02670,P0047,4,1340,305.24
O02671,P0036,1,1259,311.85
O02671,P0055,3,594,111.92
O02672,P0039,5,4710,495.23
O02672,P0085,3,4059,357.89
O02672,P0055,1,198,17.75
O02673,P0049,2,1634,281.36
O02673,P0079,1,957,182.66
O02674,P0045,4,2096,328.45
O02675,P0023,2,1328,301.82
O02675,P0048,4,5908,1655.08
O02675,P0061,5,6210,1119.4
O02676,P0050,2,1516,194.87
O02676,P0024,3,1332,255.31
O02676,P0054,2,458,72.73
O02677,P0077,5,7480,905.95
O02678,P0068,5,1835,309.46
O02678,P0046,5,940,94.08
O02679,P0076,4,2140,285.35
O02679,P0005,5,4250,1204.06
O02680,P0028,4,4720,1263.42
O02680,P0064,2,1628,421.18
O02680,P0045,1,524,142.97
O02681,P0031,4,5724,1330.19
O02682,P0061,4,4968,860.07
O02682,P0055,2,396,99.52
O02682,P0018,2,230,34.11
O02683,P0071,3,954,131.7
O02683,P0073,5,2925,814.21
O02683,P0016,4,5748,1306.86
O02684,P0003,1,1350,119.7
O02684,P0061,1,1242,287.68
O02685,P0061,2,2484,210.08
O02685,P0031,4,5724,1294.17
O02685,P0042,1,904,132.82
O02686,P0031,4,5724,1452.64
O02686,P0099,3,2895,286.38
O02686,P0071,1,318,64.58
O02687,P0073,3,1755,220.89
O02687,P0060,2,2310,436.62
O02688,P0067,4,5692,1650.45
O02689,P0095,1,767,209.7
O02690,P0001,2,2840,844.72
O02690,P0022,3,1161,322.4
O02690,P0090,2,1346,220.62
O02691,P0064,2,1628,421.0
O02691,P0089,1,383,107.07
O02691,P0003,1,1350,322.55
O02692,P0095,1,767,150.17
O02692,P0018,5,575,120.46
O02692,P0084,1,705,142.18
O02693,P0003,1,1350,323.95
O02693,P0052,3,1953,523.0
O02693,P0086,5,3175,929.57
O02694,P0094,5,2970,658.19
O02695,P0061,3,3726,871.08
O02696,P0080,1,297,45.66
O02696,P0010,5,945,232.77
O02697,P0030,1,806,174.71
O02697,P0015,2,904,82.14
O02697,P0051,3,621,146.17
O02698,P0090,4,2692,462.42
O02698,P0071,1,318,42.4
O02698,P0029,4,5624,937.29
O02699,P0088,1,1001,192.8
O02699,P0093,1,687,76.17
O02699,P0027,2,704,160.77
O02700,P0057,5,5800,549.21
O02700,P0086,5,3175,465.72
O02701,P0076,3,1605,399.97
O02701,P0005,1,850,231.03
O02702,P0054,2,458,44.06
O02702,P0092,1,1199,105.5
O02702,P0020,3,3396,780.38
O02703,P0087,2,2510,205.42
O02704,P0100,4,3668,694.66
O02704,P0004,2,168,35.79
O02704,P0088,5,5005,955.18
O02705,P0045,1,524,106.21
O02706,P0021,3,4101,454.33
O02707,P0075,5,885,116.12
O02707,P0099,4,3860,931.64
O02708,P0023,1,664,163.77
O02708,P0017,1,993,168.03
O02709,P0052,4,2604,482.69
O02709,P0066,1,1191,228.67
O02710,P0032,4,4180,1134.21
O02710,P0033,2,258,58.0
O02711,P0025,2,630,107.11
O02711,P0058,2,462,80.91
O02711,P0036,5,6295,1758.39
O02712,P0047,3,1005,85.83
O02712,P0042,4,3616,988.62
O02712,P0007,2,1988,360.18
O02713,P0035,2,350,73.59
O02713,P0069,2,1140,197.82
O02714,P0006,4,3168,612.18
O02714,P0052,5,3255,268.42
O02715,P0010,2,378,67.46
O02715,P0057,4,4640,458.61
O02715,P0023,4,2656,790.67
O02716,P0078,2,2472,299.6
O02716,P0090,5,3365,769.63
O02717,P0086,5,3175,929.77
O02717,P0065,1,1165,212.07
O02717,P0003,5,6750,1406.84
O02718,P0076,5,2675,529.12
O02718,P0094,2,1188,179.58
O02719,P0099,4,3860,716.65
O02719,P0083,2,1388,243.52
O02719,P0024,5,2220,585.88
O02720,P0068,3,1101,94.12
O02720,P0065,2,2330,653.96
O02721,P0003,5,6750,576.59
O02721,P0063,1,617,174.82
O02722,P0090,3,2019,216.95
O02722,P0019,4,5684,591.47
O02722,P0074,4,2532,386.19
O02723,P0029,5,7030,853.89
O02723,P0055,1,198,57.37
O02723,P0065,2,2330,488.95
O02724,P0094,4,2376,373.51
O02724,P0016,1,1437,283.9
O02725,P0061,1,1242,276.5
O02725,P0060,3,3465,677.85
O02726,P0092,1,1199,326.21
O02727,P0036,1,1259,101.93
O02727,P0017,5,4965,597.79
O02728,P0010,5,945,221.96
O02728,P0030,2,1612,314.38
O02729,P0071,5,1590,419.38
O02729,P0052,4,2604,408.59
O02730,P0054,1,229,49.88
O02730,P0067,1,1423,356.13
O02731,P0073,2,1170,98.24
O02731,P0098,1,1416,341.03
O02731,P0100,2,1834,283.86
O02732,P0033,1,129,28.59
O02733,P0050,1,758,142.92
O02733,P0068,2,734,151.03
O02734,P0007,4,3976,896.77
O02735,P0076,3,1605,181.09
O02735,P0043,2,2824,326.6
O02735,P0063,2,1234,209.5
O02736,P0100,1,917,201.26
O02737,P0049,4,3268,382.33
O02738,P0063,1,617,155.57
O02739,P0070,2,1138,96.0
O02739,P0011,2,1816,469.84
O02740,P0098,4,5664,1264.58
O02741,P0044,2,390,53.47
O02741,P0093,5,3435,615.8
O02742,P0078,4,4944,1423.59
O02743,P0059,3,609,181.92
O02743,P0020,3,3396,641.37
O02743,P0095,1,767,197.49
O02744,P0015,3,1356,225.13
O02744,P0078,5,6180,994.02
O02745,P0080,4,1188,161.87
O02745,P0035,4,700,139.58
O02746,P0020,2,2264,361.37
O02746,P0090,3,2019,273.97
O02747,P0039,2,1884,256.16
O02747,P0018,1,115,16.3
O02748,P0061,4,4968,1377.09
O02748,P0058,5,1155,260.78
O02748,P0090,4,2692,424.97
O02749,P0046,2,376,85.19
O02749,P0067,3,4269,817.38
O02749,P0078,3,3708,754.74
O02750,P0039,3,2826,633.25
O02751,P0064,2,1628,436.35
O02751,P0031,4,5724,729.72
O02752,P0002,3,555,107.6
O02752,P0093,2,1374,156.55
O02753,P0070,4,2276,418.8
O02753,P0084,5,3525,647.26
O02753,P0033,5,645,179.46
O02754,P0033,2,258,29.67
O02754,P0063,4,2468,616.31
O02755,P0094,5,2970,380.33
O02755,P0018,3,345,50.43
O02755,P0030,4,3224,964.94
O02756,P0081,3,99,26.79
O02756,P0019,1,1421,224.98
O02756,P0046,3,564,84.72
O02757,P0059,3,609,181.97
O02758,P0100,5,4585,543.19
O02759,P0007,4,3976,723.5
O02759,P0050,1,758,69.17
O02760,P0097,3,3696,435.71
O02761,P0057,2,2320,475.07
O02761,P0019,4,5684,1013.48
O02761,P0094,4,2376,664.18
O02762,P0009,3,4377,609.81
O02762,P0068,3,1101,249.63
O02762,P0084,1,705,93.89
O02763,P0007,1,994,171.74
O02764,P0021,5,6835,2039.68
O02764,P0090,1,673,106.3
O02765,P0016,2,2874,665.64
O02765,P0013,1,215,31.39
O02765,P0079,3,2871,244.31
O02766,P0026,5,885,89.14
O02767,P0007,3,2982,387.47
O02768,P0059,2,406,113.66
O02769,P0057,3,3480,869.27
O02769,P0099,2,1930,504.43
O02769,P0006,4,3168,685.86
O02770,P0037,2,1376,133.89
O02770,P0018,1,115,12.03
O02771,P0066,3,3573,738.69
O02772,P0091,2,2886,485.55
O02772,P0090,2,1346,369.72
O02773,P0004,2,168,33.82
O02773,P0037,4,2752,768.76
O02774,P0037,3,2064,215.53
O02774,P0095,1,767,149.71
O02774,P0098,4,5664,731.55
O02775,P0010,5,945,224.23
O02776,P0022,3,1161,167.6
O02776,P0066,1,1191,163.29
O02777,P0016,1,1437,367.3
O02777,P0064,1,814,169.81
O02778,P0012,1,698,67.88
O02778,P0036,3,3777,588.02
O02779,P0039,3,2826,695.98
O02779,P0018,2,230,53.25
O02780,P0038,1,1318,373.31
O02780,P0043,4,5648,620.47
O02780,P0064,2,1628,325.01
O02781,P0030,4,3224,581.09
O02782,P0081,4,132,17.83
O02783,P0038,2,2636,701.41
O02784,P0064,3,2442,641.51
O02784,P0052,3,1953,570.14
O02784,P0058,2,462,114.31
O02785,P0039,1,942,111.38
O02785,P0053,4,3028,261.39
O02786,P0073,5,2925,310.27
O02786,P0076,4,2140,355.87
O02787,P0069,5,2850,617.64
O02788,P0035,4,700,143.94
O02789,P0069,5,2850,749.83
O02790,P0039,1,942,239.1
O02791,P0011,5,4540,960.2
O02792,P0007,4,3976,969.51
O02793,P0019,3,4263,655.77
O02794,P0070,3,1707,407.36
O02794,P0043,5,7060,1403.3
O02794,P0046,2,376,105.72
O02795,P0068,4,1468,259.77
O02795,P0010,1,189,54.52
O02795,P0047,2,670,94.93
O02796,P0080,5,1485,419.28
O02797,P0014,1,107,15.82
O02797,P0061,3,3726,995.01
O02797,P0026,1,177,39.77
O02798,P0089,2,766,70.92
O02798,P0084,3,2115,452.01
O02798,P0049,2,1634,274.78
O02799,P0092,1,1199,322.51
O02799,P0027,2,704,141.97
O02800,P0099,2,1930,199.86
O02800,P0010,3,567,61.89
O02800,P0052,3,1953,485.84
O02801,P0008,4,5296,967.28
O02801,P0010,5,945,202.34
O02802,P0080,3,891,128.68
O02803,P0096,3,3522,768.91
O02804,P0034,1,915,178.15
O02805,P0009,2,2918,648.72
O02805,P0026,2,354,62.27
O02805,P0044,5,975,157.9
O02806,P0074,1,633,146.13
O02807,P0091,5,7215,1345.15
O02808,P0064,1,814,122.55
O02809,P0050,2,1516,349.18
O02809,P0053,1,757,218.56
O02810,P0061,5,6210,669.63
O02810,P0090,3,2019,520.82
O02811,P0029,2,2812,755.28
O02811,P0060,5,5775,603.72
O02812,P0090,2,1346,310.61
O02812,P0082,1,700,170.52
O02813,P0075,5,885,166.04
O02813,P0092,5,5995,684.85
O02813,P0099,1,965,203.24
O02814,P0069,4,2280,466.91
O02815,P0034,3,2745,486.92
O02816,P0041,4,4608,809.78
O02816,P0069,4,2280,239.54
O02816,P0007,1,994,158.02
O02817,P0094,5,2970,683.51
O02817,P0022,4,1548,124.17
O02817,P0036,3,3777,589.88
O02818,P0003,5,6750,1788.12
O02818,P0055,1,198,32.09
O02818,P0018,2,230,21.26
O02819,P0093,3,2061,188.06
O02819,P0041,2,2304,187.3
O02820,P0075,4,708,172.28
O02820,P0031,5,7155,956.54
O02820,P0085,4,5412,1093.71
