order_id,customer_id,order_date,payment_method
O01385,C0285,2025-10-02,Credit Card
O01386,C0107,2025-10-23,UPI
O01387,C0410,2025-07-01,Credit Card
O01388,C0497,2025-03-18,UPI
O01389,C0431,2025-01-16,UPI
O01390,C0193,2025-11-17,Cash
O01391,C0432,2025-03-26,Cash
O01392,C0311,2025-07-19,Debit Card
O01393,C0305,2025-03-01,UPI
O01394,C0362,2025-06-11,Credit Card
O01395,C0140,2025-07-31,Credit Card
O01396,C0255,2025-05-02,UPI
O01397,C0232,2025-06-04,Debit Card
O01398,C0269,2025-06-04,Debit Card
O01399,C0058,2025-07-11,Credit Card
O01400,C0399,2025-04-14,Credit Card
O01401,C0228,2025-09-17,Credit Card
O01402,C0410,2025-09-05,Cash
O01403,C0079,2025-04-08,UPI
O01404,C0473,2025-09-05,Cash
O01405,C0159,2025-06-17,Debit Card
O01406,C0394,2025-02-20,Cash
O01407,C0347,2025-03-09,Debit Card
O01408,C0371,2025-01-19,Net Banking
O01409,C0199,2025-09-25,Credit Card
O01410,C0003,2025-06-09,Credit Card
O01411,C0352,2025-11-01,Credit Card
O01412,C0171,2025-08-28,Credit Card
O01413,C0053,2025-09-24,UPI
O01414,C0012,2025-10-23,UPI
O01415,C0328,2025-04-18,UPI
O01416,C0103,2025-04-09,UPI
O01417,C0142,2025-09-30,UPI
O01418,C0396,2025-08-14,Credit Card
O01419,C0140,2025-03-18,Debit Card
O01420,C0141,2025-02-28,Credit Card
O01421,C0491,2025-11-15,Cash
O01422,C0264,2025-02-22,Debit Card
O01423,C0278,2025-06-29,Cash
O01424,C0164,2025-05-19,Debit Card
O01425,C0483,2025-12-27,UPI
O01426,C0294,2025-05-06,Debit Card
O01427,C0037,2025-06-09,Cash
O01428,C0457,2025-06-23,Cash
O01429,C0228,2025-01-26,Debit Card
O01430,C0015,2025-08-30,Credit Card
O01431,C0055,2025-07-16,Credit Card
O01432,C0045,2025-08-07,Net Banking
O01433,C0092,2025-12-27,Cash
O01434,C0457,2025-10-31,Net Banking
O01435,C0316,2025-07-02,UPI
O01436,C0171,2025-04-12,Cash
O01437,C0041,2025-08-27,Cash
O01438,C0068,2025-02-17,Net Banking
O01439,C0050,2025-08-22,UPI
O01440,C0351,2025-11-26,Net Banking
O01441,C0241,2025-04-29,Debit Card
O01442,C0074,2025-11-12,UPI
O01443,C0468,2025-07-06,Net Banking
O01444,C0094,2025-12-25,UPI
O01445,C0404,2025-06-16,Net Banking
O01446,C0250,2025-01-16,Credit Card
O01447,C0244,2025-02-27,UPI
O01448,C0246,2025-08-25,Debit Card
O01449,C0145,2025-06-28,Cash
O01450,C0295,2025-03-07,Cash
O01451,C0053,2025-07-27,Credit Card
O01452,C0167,2025-10-12,Credit Card
O01453,C0406,2025-06-04,Cash
O01454,C0237,2025-07-25,Cash
O01455,C0212,2025-05-03,Cash
O01456,C0125,2025-10-08,Debit Card
O01457,C0499,2025-09-04,Net Banking
O01458,C0034,2025-06-24,Debit Card
O01459,C0417,2025-12-22,Cash
O01460,C0221,2025-08-11,Cash
O01461,C0404,2025-06-25,Cash
O01462,C0356,2025-05-01,Debit Card
O01463,C0340,2025-12-09,Credit Card
O01464,C0379,2025-12-31,Cash
O01465,C0429,2025-09-07,Credit Card
O01466,C0304,2025-11-02,Net Banking
O01467,C0167,2025-10-12,Credit Card
O01468,C0421,2025-08-16,Debit Card
O01469,C0158,2025-07-27,Credit Card
O01470,C0307,2025-02-25,Cash
O01471,C0395,2025-07-14,UPI
O01472,C0254,2025-11-27,Credit Card
O01473,C0047,2025-04-22,Debit Card
O01474,C0455,2025-10-25,Credit Card
O01475,C0388,2025-03-17,Debit Card
O01476,C0232,2025-09-30,UPI
O01477,C0200,2025-11-12,Cash
O01478,C0229,2025-04-11,Debit Card
O01479,C0349,2025-06-12,UPI
O01480,C0292,2025-12-14,UPI
O01481,C0471,2025-08-11,UPI
O01482,C0046,2025-10-26,Credit Card
O01483,C0314,2025-09-19,Net Banking
O01484,C0434,2025-03-07,UPI
O01485,C0032,2025-07-09,Cash
O01486,C0496,2025-01-28,Credit Card
O01487,C0361,2025-10-14,UPI
O01488,C0057,2025-05-25,Credit Card
O01489,C0121,2025-08-10,Cash
O01490,C0202,2025-11-17,UPI
O01491,C0365,2025-07-15,Net Banking
O01492,C0196,2025-08-11,Cash
O01493,C0109,2025-12-06,Debit Card
O01494,C0244,2025-03-13,Debit Card
O01495,C0285,2025-07-16,UPI
O01496,C0431,2025-08-02,Debit Card
O01497,C0148,2025-12-10,Debit Card
O01498,C0069,2025-01-06,Credit Card
O01499,C0332,2025-01-09,Debit Card
O01500,C0370,2025-09-07,Net Banking
O01501,C0500,2025-03-11,Credit Card
O01502,C0071,2025-11-25,Net Banking
O01503,C0441,2025-08-22,Cash
O01504,C0477,2025-08-06,Cash
O01505,C0093,2025-08-21,Cash
O01506,C0218,2025-10-10,Net Banking
O01507,C0197,2025-07-01,Debit Card
O01508,C0096,2025-08-06,Cash
O01509,C0004,2025-10-23,Net Banking
O01510,C0434,2025-05-02,Cash
O01511,C0138,2025-07-30,Cash
O01512,C0296,2025-07-07,Credit Card
O01513,C0020,2025-10-18,Net Banking
O01514,C0361,2025-07-08,Credit Card
O01515,C0298,2025-09-04,Credit Card
O01516,C0073,2025-09-27,UPI
O01517,C0239,2025-09-22,Credit Card
O01518,C0268,2025-11-09,Credit Card
O01519,C0126,2025-08-30,Credit Card
O01520,C0351,2025-11-21,Cash
O01521,C0409,2025-10-24,UPI
O01522,C0314,2025-01-28,UPI
O01523,C0274,2025-01-06,Net Banking
O01524,C0233,2025-09-20,Net Banking
O01525,C0294,2025-06-19,Net Banking
O01526,C0181,2025-05-31,UPI
O01527,C0086,2025-01-19,Cash
O01528,C0384,2025-06-05,Cash
O01529,C0134,2025-02-01,Net Banking
O01530,C0297,2025-03-28,Cash
O01531,C0027,2025-12-03,UPI
O01532,C0415,2025-11-16,Credit Card
O01533,C0147,2025-09-06,Credit Card
O01534,C0065,2025-09-16,Credit Card
O01535,C0436,2025-05-23,UPI
O01536,C0068,2025-11-12,UPI
O01537,C0141,2025-05-12,Credit Card
O01538,C0380,2025-02-27,Cash
O01539,C0090,2025-10-30,Debit Card
O01540,C0338,2025-08-17,UPI
O01541,C0414,2025-03-31,UPI
O01542,C0401,2025-12-25,Debit Card
O01543,C0249,2025-04-03,Cash
O01544,C0442,2025-01-17,UPI
O01545,C0044,2025-03-16,Cash
O01546,C0479,2025-03-20,Net Banking
O01547,C0386,2025-07-31,Net Banking
O01548,C0122,2025-12-05,Net Banking
O01549,C0372,2025-11-23,Debit Card
O01550,C0108,2025-10-23,UPI
O01551,C0028,2025-11-25,UPI
O01552,C0387,2025-03-01,Credit Card
O01553,C0086,2025-08-26,Net Banking
O01554,C0244,2025-06-04,Net Banking
O01555,C0383,2025-09-30,Debit Card
O01556,C0195,2025-12-16,Net Banking
O01557,C0243,2025-05-15,Debit Card
O01558,C0272,2025-08-11,Credit Card
O01559,C0148,2025-08-18,Net Banking
O01560,C0348,2025-06-11,Cash
O01561,C0350,2025-01-22,Credit Card
O01562,C0470,2025-09-30,UPI
O01563,C0490,2025-08-10,Cash
O01564,C0471,2025-11-30,UPI
O01565,C0172,2025-05-19,UPI
O01566,C0411,2025-02-20,UPI
O01567,C0336,2025-10-27,Net Banking
O01568,C0237,2025-12-12,Debit Card
O01569,C0376,2025-12-11,Cash
O01570,C0395,2025-04-10,Cash
O01571,C0173,2025-12-13,Debit Card
O01572,C0161,2025-10-08,Credit Card
O01573,C0345,2025-01-05,Credit Card
O01574,C0007,2025-07-30,Credit Card
O01575,C0269,2025-02-23,Net Banking
O01576,C0180,2025-04-23,UPI
O01577,C0129,2025-04-09,Credit Card
O01578,C0013,2025-11-14,Credit Card
O01579,C0030,2025-11-01,Debit Card
O01580,C0487,2025-11-03,Credit Card
O01581,C0363,2025-03-03,Credit Card
O01582,C0439,2025-11-06,Debit Card
O01583,C0193,2025-12-03,Cash
O01584,C0412,2025-04-05,Credit Card
O01585,C0357,2025-04-05,UPI
O01586,C0151,2025-08-28,Credit Card
O01587,C0328,2025-08-21,UPI
O01588,C0394,2025-08-07,UPI
O01589,C0132,2025-03-24,Credit Card
O01590,C0142,2025-02-01,Net Banking
O01591,C0199,2025-06-20,Credit Card
O01592,C0133,2025-05-16,Debit Card
O01593,C0226,2025-02-05,Net Banking
O01594,C0476,2025-04-13,Cash
O01595,C0202,2025-04-02,Net Banking
O01596,C0056,2025-03-15,Cash
O01597,C0394,2025-08-09,Debit Card
O01598,C0315,2025-11-26,Credit Card
O01599,C0468,2025-08-15,UPI
O01600,C0053,2025-01-18,Credit Card
O01601,C0037,2025-10-20,UPI
O01602,C0398,2025-08-17,Credit Card
O01603,C0460,2025-09-12,Debit Card
O01604,C0335,2025-11-24,Credit Card
O01605,C0478,2025-01-20,Net Banking
O01606,C0137,2025-03-19,UPI
O01607,C0464,2025-07-20,Cash
O01608,C0002,2025-09-21,Net Banking
O01609,C0245,2025-08-12,Net Banking
O01610,C0433,2025-02-05,Cash
O01611,C0116,2025-01-02,Net Banking
O01612,C0489,2025-12-19,Net Banking
O01613,C0063,2025-10-18,Cash
O01614,C0479,2025-07-03,UPI
O01615,C0350,2025-06-05,Net Banking
O01616,C0029,2025-11-20,Credit Card
O01617,C0188,2025-10-01,UPI
O01618,C0042,2025-08-24,UPI
O01619,C0332,2025-04-14,Debit Card
O01620,C0284,2025-01-21,Net Banking
O01621,C0339,2025-04-08,UPI
O01622,C0357,2025-07-19,Credit Card
O01623,C0323,2025-12-19,UPI
O01624,C0250,2025-02-13,Net Banking
O01625,C0377,2025-04-08,Debit Card
O01626,C0019,2025-04-09,Credit Card
O01627,C0369,2025-10-31,Debit Card
O01628,C0251,2025-07-19,Credit Card
O01629,C0406,2025-10-04,UPI
O01630,C0256,2025-10-01,Net Banking
O01631,C0495,2025-01-09,Credit Card
O01632,C0174,2025-01-29,UPI
O01633,C0404,2025-01-22,Net Banking
O01634,C0061,2025-04-19,Cash
O01635,C0235,2025-12-14,Cash
O01636,C0077,2025-10-24,Debit Card
O01637,C0474,2025-02-06,Credit Card
O01638,C0377,2025-03-14,Net Banking
O01639,C0335,2025-01-10,Net Banking
O01640,C0465,2025-11-13,Credit Card
O01641,C0125,2025-12-26,Debit Card
O01642,C0008,2025-03-30,Credit Card
O01643,C0464,2025-06-07,Credit Card
O01644,C0234,2025-11-09,Debit Card
O01645,C0428,2025-10-30,Credit Card
O01646,C0419,2025-02-24,Credit Card
O01647,C0255,2025-11-01,Cash
O01648,C0113,2025-02-02,Debit Card
O01649,C0219,2025-06-22,Net Banking
O01650,C0167,2025-03-03,Cash
O01651,C0280,2025-03-12,UPI
O01652,C0429,2025-04-20,Credit Card
O01653,C0304,2025-03-30,UPI
O01654,C0033,2025-03-03,UPI
O01655,C0073,2025-08-01,Debit Card
O01656,C0357,2025-07-09,Cash
O01657,C0085,2025-08-13,Debit Card
O01658,C0474,2025-10-25,Credit Card
O01659,C0069,2025-02-21,Cash
O01660,C0193,2025-03-22,Credit Card
O01661,C0451,2025-09-07,Credit Card
O01662,C0004,2025-01-04,Debit Card
O01663,C0475,2025-02-15,Cash
O01664,C0455,2025-05-26,Net Banking
O01665,C0356,2025-09-01,Debit Card
O01666,C0106,2025-03-15,UPI
O01667,C0268,2025-08-19,Net Banking
O01668,C0123,2025-03-31,Cash
O01669,C0355,2025-01-20,Cash
O01670,C0093,2025-09-13,Cash
O01671,C0487,2025-02-15,UPI
O01672,C0179,2025-08-03,Credit Card
O01673,C0286,2025-05-01,Debit Card
O01674,C0061,2025-09-29,Credit Card
O01675,C0317,2025-07-05,Cash
O01676,C0260,2025-04-23,Net Banking
O01677,C0395,2025-11-17,Debit Card
O01678,C0142,2025-01-28,Debit Card
O01679,C0058,2025-03-18,Net Banking
O01680,C0255,2025-04-01,Debit Card
O01681,C0344,2025-01-23,Credit Card
O01682,C0331,2025-07-06,UPI
O01683,C0108,2025-08-11,UPI
O01684,C0172,2025-11-12,Net Banking
O01685,C0023,2025-02-23,Credit Card
O01686,C0474,2025-10-03,Debit Card
O01687,C0081,2025-01-15,Net Banking
O01688,C0264,2025-03-01,Credit Card
O01689,C0459,2025-05-01,Net Banking
O01690,C0304,2025-10-24,UPI
O01691,C0215,2025-04-12,UPI
O01692,C0118,2025-02-26,UPI
O01693,C0117,2025-02-20,Debit Card
O01694,C0378,2025-07-31,Debit Card
O01695,C0193,2025-04-23,Credit Card
O01696,C0242,2025-10-27,Net Banking
O01697,C0028,2025-08-12,Debit Card
O01698,C0111,2025-11-09,Net Banking
O01699,C0092,2025-07-18,UPI
O01700,C0070,2025-08-23,Debit Card
O01701,C0324,2025-07-03,UPI
O01702,C0104,2025-06-21,Debit Card
O01703,C0017,2025-12-21,Cash
O01704,C0031,2025-05-24,Debit Card
O01705,C0057,2025-08-27,Net Banking
O01706,C0215,2025-03-29,UPI
O01707,C0113,2025-06-01,Cash
O01708,C0081,2025-11-23,Cash
O01709,C0464,2025-03-29,Cash
O01710,C0497,2025-10-11,Debit Card
O01711,C0045,2025-07-30,Cash
O01712,C0251,2025-04-21,Cash
O01713,C0243,2025-08-25,UPI
O01714,C0008,2025-08-08,Debit Card
O01715,C0127,2025-06-17,Net Banking
O01716,C0297,2025-04-24,Cash
O01717,C0485,2025-03-18,Cash
O01718,C0460,2025-01-03,Net Banking
O01719,C0023,2025-01-21,Net Banking
O01720,C0376,2025-09-16,Credit Card
O01721,C0218,2025-09-29,Net Banking
O01722,C0246,2025-12-23,Credit Card
O01723,C0232,2025-09-11,Debit Card
O01724,C0043,2025-10-13,Credit Card
O01725,C0355,2025-07-28,Debit Card
O01726,C0068,2025-07-03,UPI
O01727,C0123,2025-11-28,Credit Card
O01728,C0009,2025-09-03,UPI
O01729,C0083,2025-12-27,Net Banking
O01730,C0440,2025-10-20,Cash
O01731,C0013,2025-08-21,Net Banking
O01732,C0396,2025-03-12,Net Banking
O01733,C0095,2025-07-09,Net Banking
O01734,C0361,2025-11-21,Credit Card
O01735,C0441,2025-11-18,Credit Card
O01736,C0198,2025-12-20,UPI
O01737,C0272,2025-01-17,UPI
O01738,C0219,2025-05-19,Cash
O01739,C0278,2025-10-22,Debit Card
O01740,C0404,2025-12-17,Credit Card
O01741,C0318,2025-06-21,Credit Card
O01742,C0264,2025-12-12,UPI
O01743,C0455,2025-01-27,Credit Card
O01744,C0197,2025-07-07,Net Banking
O01745,C0317,2025-01-21,UPI
O01746,C0188,2025-03-31,Cash
O01747,C0361,2025-02-04,Cash
O01748,C0364,2025-04-15,Debit Card
O01749,C0172,2025-05-03,Cash
O01750,C0059,2025-11-29,Net Banking
O01751,C0378,2025-10-25,Debit Card
O01752,C0386,2025-04-26,UPI
O01753,C0181,2025-05-17,Cash
O01754,C0349,2025-08-05,UPI
O01755,C0028,2025-02-02,UPI
O01756,C0177,2025-08-20,Net Banking
O01757,C0257,2025-09-27,Credit Card
O01758,C0241,2025-12-30,Cash
O01759,C0348,2025-09-30,UPI
O01760,C0232,2025-11-14,UPI
O01761,C0410,2025-12-11,Credit Card
O01762,C0097,2025-08-23,Credit Card
O01763,C0042,2025-07-20,Debit Card
O01764,C0148,2025-02-09,Credit Card
O01765,C0085,2025-05-22,Credit Card
O01766,C0357,2025-03-17,Net Banking
O01767,C0078,2025-04-15,Cash
O01768,C0488,2025-11-18,Credit Card
O01769,C0151,2025-08-02,Cash
O01770,C0478,2025-03-09,Net Banking
O01771,C0178,2025-08-04,Net Banking
O01772,C0378,2025-11-27,Credit Card
O01773,C0150,2025-04-07,Credit Card
O01774,C0012,2025-04-29,Cash
O01775,C0331,2025-06-21,Net Banking
O01776,C0297,2025-06-25,UPI
O01777,C0249,2025-10-31,Cash
O01778,C0432,2025-10-08,Net Banking
O01779,C0235,2025-06-05,Cash
O01780,C0068,2025-06-06,Debit Card
O01781,C0405,2025-05-14,Debit Card
O01782,C0248,2025-07-10,UPI
O01783,C0395,2025-01-25,Debit Card
O01784,C0181,2025-05-26,Net Banking
O01785,C0490,2025-03-27,Cash
O01786,C0474,2025-03-24,Cash
O01787,C0147,2025-04-04,Debit Card
O01788,C0430,2025-12-29,Debit Card
O01789,C0083,2025-05-02,Credit Card
O01790,C0022,2025-06-12,Cash
O01791,C0065,2025-08-14,UPI
O01792,C0190,2025-04-05,Debit Card
O01793,C0288,2025-12-29,Credit Card
O01794,C0341,2025-06-12,UPI
O01795,C0076,2025-07-10,Net Banking
O01796,C0277,2025-03-25,Cash
O01797,C0155,2025-03-04,Credit Card
O01798,C0208,2025-09-13,Debit Card
O01799,C0486,2025-08-23,UPI
O01800,C0080,2025-01-03,Cash
O01801,C0500,2025-09-17,UPI
O01802,C0332,2025-12-28,UPI
O01803,C0243,2025-05-29,Cash
O01804,C0342,2025-03-17,Cash
O01805,C0374,2025-08-15,UPI
O01806,C0353,2025-02-27,Net Banking
O01807,C0461,2025-01-21,Debit Card
O01808,C0348,2025-10-10,Credit Card
O01809,C0158,2025-01-13,Net Banking
O01810,C0317,2025-04-23,Net Banking
O01811,C0183,2025-02-17,UPI
O01812,C0029,2025-11-08,Debit Card
O01813,C0299,2025-09-27,Debit Card
O01814,C0401,2025-05-23,Debit Card
O01815,C0012,2025-02-12,Cash
O01816,C0435,2025-08-17,Credit Card
O01817,C0500,2025-09-20,Net Banking
O01818,C0100,2025-09-09,UPI
O01819,C0309,2025-11-06,Cash
O01820,C0484,2025-01-29,UPI
O01821,C0204,2025-03-17,Net Banking
O01822,C0190,2025-07-17,UPI
O01823,C0007,2025-05-26,UPI
O01824,C0180,2025-06-07,Net Banking
O01825,C0448,2025-10-15,Credit Card
O01826,C0111,2025-08-16,Net Banking
O01827,C0412,2025-08-15,UPI
O01828,C0084,2025-08-06,Net Banking
O01829,C0072,2025-10-28,Cash
O01830,C0045,2025-03-15,Debit Card
O01831,C0156,2025-09-01,Cash
O01832,C0172,2025-02-03,Cash
O01833,C0388,2025-07-12,Credit Card
O01834,C0004,2025-07-29,UPI
O01835,C0213,2025-03-31,Cash
O01836,C0237,2025-12-30,Cash
O01837,C0387,2025-03-12,Debit Card
O01838,C0096,2025-07-15,UPI
O01839,C0284,2025-09-09,Credit Card
O01840,C0422,2025-06-04,Cash
O01841,C0156,2025-09-10,Cash
O01842,C0379,2025-08-26,Debit Card
O01843,C0014,2025-01-02,Debit Card
O01844,C0135,2025-06-03,Net Banking
O01845,C0064,2025-12-01,UPI
O01846,C0214,2025-04-02,Net Banking
O01847,C0465,2025-12-19,Debit Card
O01848,C0015,2025-03-03,UPI
O01849,C0253,2025-02-04,Cash
O01850,C0382,2025-07-05,Cash
O01851,C0247,2025-10-17,Net Banking
O01852,C0445,2025-05-13,Net Banking
O01853,C0499,2025-12-22,Credit Card
O01854,C0192,2025-09-20,Cash
O01855,C0009,2025-05-13,Debit Card
O01856,C0298,2025-01-30,Debit Card
O01857,C0164,2025-08-25,Debit Card
O01858,C0183,2025-03-25,Credit Card
O01859,C0140,2025-07-04,Net Banking
O01860,C0326,2025-07-02,Credit Card
O01861,C0149,2025-05-30,Cash
O01862,C0328,2025-02-09,Cash
O01863,C0100,2025-11-18,Debit Card
O01864,C0392,2025-02-18,Cash
O01865,C0386,2025-03-27,Cash
O01866,C0166,2025-06-11,UPI
O01867,C0139,2025-12-17,UPI
O01868,C0050,2025-10-01,Cash
O01869,C0181,2025-03-15,Credit Card
O01870,C0071,2025-09-23,UPI
O01871,C0191,2025-09-06,Net Banking
O01872,C0175,2025-03-25,Credit Card
O01873,C0112,2025-03-21,Cash
O01874,C0114,2025-04-07,Cash
O01875,C0315,2025-12-20,Cash
O01876,C0434,2025-09-30,Cash
O01877,C0360,2025-02-28,Net Banking
O01878,C0236,2025-02-09,Credit Card
O01879,C0420,2025-03-09,Credit Card
O01880,C0246,2025-06-28,UPI
O01881,C0354,2025-07-05,Debit Card
O01882,C0419,2025-08-15,Cash
O01883,C0268,2025-06-25,Debit Card
O01884,C0364,2025-06-05,Credit Card
O01885,C0382,2025-03-02,Debit Card
O01886,C0066,2025-12-22,Debit Card
O01887,C0353,2025-04-27,UPI
O01888,C0065,2025-04-18,Debit Card
O01889,C0041,2025-08-06,Credit Card
O01890,C0040,2025-01-10,Net Banking
O01891,C0388,2025-08-09,Credit Card
O01892,C0101,2025-02-25,Credit Card
O01893,C0407,2025-12-04,Cash
O01894,C0304,2025-01-31,Net Banking
O01895,C0061,2025-05-10,Credit Card
O01896,C0034,2025-06-04,Credit Card
O01897,C0387,2025-02-19,Credit Card
O01898,C0472,2025-11-05,Debit Card
O01899,C0301,2025-04-13,Debit Card
O01900,C0344,2025-06-29,Credit Card
O01901,C0047,2025-03-16,UPI
O01902,C0486,2025-10-24,UPI
O01903,C0181,2025-03-24,Cash
O01904,C0400,2025-11-10,Debit Card
O01905,C0259,2025-10-19,Credit Card
O01906,C0051,2025-10-24,Credit Card
O01907,C0271,2025-04-22,Debit Card
O01908,C0494,2025-05-25,Debit Card
O01909,C0462,2025-10-03,Credit Card
O01910,C0499,2025-02-20,Debit Card
O01911,C0472,2025-09-16,Net Banking
O01912,C0188,2025-12-24,Cash
O01913,C0095,2025-08-14,Credit Card
O01914,C0093,2025-07-01,Net Banking
O01915,C0218,2025-04-20,Cash
O01916,C0117,2025-07-28,Credit Card
O01917,C0390,2025-06-10,Credit Card
O01918,C0239,2025-02-26,Cash
O01919,C0070,2025-09-11,UPI
O01920,C0361,2025-05-28,Cash
O01921,C0370,2025-01-21,Credit Card
O01922,C0168,2025-09-10,Credit Card
O01923,C0198,2025-05-26,Net Banking
O01924,C0308,2025-06-09,Net Banking
O01925,C0116,2025-10-11,Net Banking
O01926,C0149,2025-08-08,Debit Card
O01927,C0439,2025-02-05,Net Banking
O01928,C0481,2025-12-14,UPI
O01929,C0092,2025-01-07,Net Banking
O01930,C0345,2025-02-23,Net Banking
O01931,C0225,2025-09-25,Credit Card
O01932,C0062,2025-03-15,Net Banking
O01933,C0206,2025-12-22,Cash
O01934,C0053,2025-03-28,Credit Card
O01935,C0187,2025-04-12,UPI
O01936,C0103,2025-11-01,Net Banking
O01937,C0063,2025-04-30,Net Banking
O01938,C0372,2025-09-13,UPI
O01939,C0392,2025-10-25,Cash
O01940,C0140,2025-11-26,Net Banking
O01941,C0183,2025-09-01,Cash
O01942,C0487,2025-07-27,Net Banking
O01943,C0262,2025-05-23,Debit Card
O01944,C0394,2025-08-21,Credit Card
O01945,C0063,2025-05-09,Net Banking
O01946,C0255,2025-04-29,Debit Card
O01947,C0016,2025-02-20,Credit Card
O01948,C0426,2025-02-04,Net Banking
O01949,C0348,2025-01-14,Debit Card
O01950,C0196,2025-11-06,UPI
O01951,C0079,2025-06-05,Cash
O01952,C0320,2025-02-19,Credit Card
O01953,C0339,2025-09-24,Net Banking
O01954,C0406,2025-08-27,Debit Card
O01955,C0151,2025-12-05,Net Banking
O01956,C0252,2025-09-16,UPI
O01957,C0278,2025-06-25,Cash
O01958,C0280,2025-01-10,Credit Card
O01959,C0221,2025-03-02,Net Banking
O01960,C0231,2025-06-11,Net Banking
O01961,C0227,2025-08-24,Credit Card
O01962,C0017,2025-04-01,Cash
O01963,C0338,2025-06-05,Debit Card
O01964,C0252,2025-08-09,Debit Card
O01965,C0160,2025-07-19,Net Banking
O01966,C0392,2025-02-26,Cash
O01967,C0346,2025-09-09,Cash
O01968,C0351,2025-10-04,Cash
O01969,C0241,2025-09-01,Cash
O01970,C0438,2025-03-22,Cash
O01971,C0029,2025-07-20,UPI
O01972,C0254,2025-10-30,Net Banking
O01973,C0316,2025-12-13,UPI
O01974,C0393,2025-05-26,UPI
O01975,C0032,2025-01-15,Cash
O01976,C0024,2025-03-07,UPI
O01977,C0179,2025-10-26,Credit Card
O01978,C0392,2025-11-17,UPI
O01979,C0195,2025-02-19,Net Banking
O01980,C0177,2025-07-02,Net Banking
O01981,C0180,2025-01-29,Debit Card
O01982,C0127,2025-05-01,UPI
O01983,C0304,2025-02-13,Credit Card
O01984,C0445,2025-06-06,Credit Card
O01985,C0173,2025-03-28,Credit Card
O01986,C0276,2025-06-16,Credit Card
O01987,C0236,2025-12-03,Net Banking
O01988,C0291,2025-09-21,Net Banking
O01989,C0137,2025-01-11,Net Banking
O01990,C0302,2025-01-12,UPI
O01991,C0194,2025-10-20,Net Banking
O01992,C0166,2025-10-21,Credit Card
O01993,C0414,2025-09-08,Credit Card
O01994,C0354,2025-12-12,Debit Card
O01995,C0173,2025-09-12,Cash
O01996,C0416,2025-12-08,UPI
O01997,C0086,2025-11-11,UPI
O01998,C0187,2025-08-12,Debit Card
O01999,C0255,2025-11-22,Credit Card
O02000,C0431,2025-10-02,Debit Card
O02001,C0148,2025-05-16,Credit Card
O02002,C0153,2025-10-21,Net Banking
O02003,C0412,2025-04-26,Cash
O02004,C0381,2025-02-17,Cash
O02005,C0049,2025-10-31,UPI
O02006,C0140,2025-02-04,Cash
O02007,C0411,2025-09-29,Net Banking
O02008,C0219,2025-04-18,UPI
O02009,C0408,2025-02-09,UPI
O02010,C0259,2025-06-03,Net Banking
O02011,C0340,2025-10-04,UPI
O02012,C0103,2025-08-01,Net Banking
O02013,C0129,2025-11-16,Cash
O02014,C0233,2025-12-10,Cash
O02015,C0093,2025-01-10,Cash
O02016,C0442,2025-04-06,Cash
O02017,C0256,2025-04-20,Net Banking
O02018,C0138,2025-11-23,Cash
O02019,C0415,2025-11-11,Net Banking
O02020,C0479,2025-10-17,Credit Card
O02021,C0268,2025-04-13,UPI
O02022,C0237,2025-03-17,Debit Card
O02023,C0078,2025-12-17,UPI
O02024,C0433,2025-08-11,Net Banking
O02025,C0164,2025-02-02,Debit Card
O02026,C0434,2025-07-31,UPI
O02027,C0422,2025-05-27,Debit Card
O02028,C0132,2025-12-18,Cash
O02029,C0121,2025-07-27,Debit Card
O02030,C0059,2025-03-18,Debit Card
O02031,C0015,2025-05-06,UPI
O02032,C0238,2025-09-06,Cash
O02033,C0224,2025-08-05,Credit Card
O02034,C0104,2025-03-23,UPI
O02035,C0070,2025-01-15,UPI
O02036,C0405,2025-05-23,Cash
O02037,C0091,2025-11-26,Credit Card
O02038,C0494,2025-09-06,Credit Card
O02039,C0029,2025-02-12,UPI
O02040,C0309,2025-06-02,Credit Card
O02041,C0462,2025-07-28,UPI
O02042,C0344,2025-12-03,Credit Card
O02043,C0204,2025-03-13,Debit Card
O02044,C0058,2025-10-20,Cash
O02045,C0478,2025-03-03,Cash
O02046,C0341,2025-10-25,Cash
O02047,C0129,2025-09-12,Credit Card
O02048,C0122,2025-11-04,Credit Card
O02049,C0396,2025-06-10,UPI
O02050,C0427,2025-10-27,Net Banking
O02051,C0413,2025-05-01,Net Banking
O02052,C0112,2025-03-15,Credit Card
O02053,C0090,2025-04-20,UPI
O02054,C0226,2025-07-29,UPI
O02055,C0442,2025-10-29,Credit Card
O02056,C0252,2025-10-01,UPI
O02057,C0359,2025-02-27,UPI
O02058,C0280,2025-08-05,Net Banking
O02059,C0350,2025-05-07,UPI
O02060,C0451,2025-03-16,UPI
O02061,C0244,2025-07-08,UPI
O02062,C0011,2025-11-27,Cash
O02063,C0018,2025-12-06,Credit Card
O02064,C0354,2025-12-10,Debit Card
O02065,C0130,2025-10-10,Net Banking
O02066,C0159,2025-11-24,UPI
O02067,C0463,2025-12-17,Credit Card
O02068,C0274,2025-05-02,Net Banking
O02069,C0199,2025-01-05,Net Banking
O02070,C0475,2025-05-11,UPI
O02071,C0047,2025-05-01,UPI
O02072,C0108,2025-03-24,Net Banking
O02073,C0324,2025-06-12,Net Banking
O02074,C0405,2025-01-18,UPI
O02075,C0444,2025-02-11,Net Banking
O02076,C0242,2025-07-31,UPI
O02077,C0368,2025-08-05,Credit Card
